frame_index,timestamp,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,suction_on
0,1788171791.693588,-0.10913547146181153,-0.48686037743821464,0.28585144794868805,-1.2021700238751232,2.902423711838227,4.134861623077239e-05,-1.5707843939410608,-1.570723835621969,-1.5708773771869105,-1.5708320776568812,1.5708345174789429,-0.7853549162494105,0
1,1788171791.7378507,-0.10912910164189912,-0.48687103724838454,0.28585771667539295,-1.2022329730213288,2.902426931893145,3.706754103874716e-05,-1.5707600752459925,-1.5707357565509241,-1.5708525816546839,-1.5708320776568812,1.5708105564117432,-0.7853668371783655,0
2,1788171791.7756112,-0.10912997383916664,-0.48686838309620467,0.28585771709491825,-1.2021633955890518,2.9024077095758622,8.19082704139148e-06,-1.5707843939410608,-1.5707357565509241,-1.5708525816546839,-1.5708320776568812,1.5708585977554321,-0.7853549162494105,0
3,1788171791.8134766,-0.10912668673307054,-0.486860732254368,0.28589254052345964,-1.2022660116781632,2.9024068695699965,-8.837292863174977e-05,-1.5707719961749476,-1.5706761519061487,-1.5708406607257288,-1.5708320776568812,1.5708465576171875,-0.785403076802389,0
4,1788171791.8532944,-0.10913852651850071,-0.4868564636785252,0.28585522804140306,-1.2021986895618362,2.902395057275812,5.07167818880247e-05,-1.570796314870016,-1.570723835621969,-1.5708649794207972,-1.5708559195147913,1.5708465576171875,-0.7853906790362757,0
5,1788171791.895127,-0.10911846777255346,-0.48685601893259545,0.2858471686083346,-1.202198711800475,2.9023442338429537,8.097740280989859e-05,-1.5707719961749476,-1.5707357565509241,-1.5708649794207972,-1.5708797613727015,1.5708825588226318,-0.7853787581073206,0
6,1788171791.9361737,-0.1091330562067768,-0.4868643604926033,0.28586126505084686,-1.2022273244117576,2.902364370637419,1.8320461413148054e-05,-1.570796314870016,-1.5707357565509241,-1.5708406607257288,-1.5708559195147913,1.5708705186843872,-0.785414997731344,0
7,1788171791.9783235,-0.10912088237964868,-0.48687619699105167,0.28586683702698246,-1.2022201738223772,2.9023960344804296,1.6120349959938122e-05,-1.5707600752459925,-1.5707481543170374,-1.5708168188678187,-1.5708559195147913,1.5708465576171875,-0.7853668371783655,0
8,1788171792.020765,-0.10912635306595407,-0.4868658618425451,0.2858623472491779,-1.2022632453474154,2.902402154362398,3.052185966956645e-05,-1.5707600752459925,-1.570723835621969,-1.5708525816546839,-1.5708444754229944,1.5708225965499878,-0.7853906790362757,0
9,1788171792.06148,-0.10911759535480428,-0.48686938527715196,0.2858541003954703,-1.2022544838832128,2.9023790495988626,7.525678734727115e-05,-1.5707476774798792,-1.5707481543170374,-1.5708406607257288,-1.5708678404437464,1.5708345174789429,-0.7853787581073206,0
10,1788171792.1023915,-0.1091093757362497,-0.48688055414412074,0.28586577810210667,-1.2022696007655997,2.9023666085768123,-5.087376142152283e-05,-1.5707476774798792,-1.5707357565509241,-1.5708406607257288,-1.570808235798971,1.5708705186843872,-0.7853906790362757,0
11,1788171792.1433344,-0.109135777754818,-0.4868669732584336,0.2858528089419715,-1.202163325716939,2.9024075409431314,8.881514183223351e-06,-1.570796314870016,-1.5707357565509241,-1.5708649794207972,-1.570820156727926,1.5708585977554321,-0.7853668371783655,0
12,1788171792.1853547,-0.10912031728387972,-0.48686155384148005,0.28585027455537204,-1.202330195378103,2.902364149308041,6.650464615006732e-05,-1.5707476774798792,-1.570723835621969,-1.5708773771869105,-1.5708444754229944,1.5708225965499878,-0.7854269186602991,0
13,1788171792.228017,-0.10913215708398336,-0.48685911777419394,0.2858552278321609,-1.202260444987919,2.9023934380852285,6.512064752130891e-05,-1.5707719961749476,-1.570723835621969,-1.5708649794207972,-1.5708559195147913,1.5708225965499878,-0.785403076802389,0
14,1788171792.2688122,-0.10913547140213385,-0.48686537852710277,0.28584942441108774,-1.202166601615051,2.902415451237023,7.525617138164974e-05,-1.5707843939410608,-1.5707481543170374,-1.5708525816546839,-1.5708559195147913,1.5708345174789429,-0.7853549162494105,0
15,1788171792.3081844,-0.109129435213989,-0.4868723487225945,0.2858681519036422,-1.2022787678993676,2.902388740932838,6.055279326842598e-06,-1.5707719961749476,-1.5707357565509241,-1.5708287397967737,-1.5708444754229944,1.5708345174789429,-0.785414997731344,0
16,1788171792.350034,-0.10912635313732158,-0.48686389326610063,0.2858797591802038,-1.202286475042522,2.902407344764804,-2.1378234531017854e-05,-1.5707600752459925,-1.5706999937640589,-1.5708406607257288,-1.5708444754229944,1.5708225965499878,-0.785403076802389,0
17,1788171792.390837,-0.10914707928379407,-0.4868743220744541,0.28587738599224555,-1.202180639340392,2.9024493352923613,-6.383612447311675e-05,-1.570808235798971,-1.570723835621969,-1.5708287397967737,-1.570808235798971,1.5708345174789429,-0.7853787581073206,0
18,1788171792.4336956,-0.10912668669696833,-0.4868622158661353,0.28586815129062987,-1.2022046202464172,2.9024074144274894,-1.1800492236805982e-06,-1.5707719961749476,-1.570711914693014,-1.5708525816546839,-1.5708444754229944,1.5708465576171875,-0.7853668371783655,0
19,1788171792.4758072,-0.10912668638156202,-0.4868751791856929,0.28586464945030965,-1.2022410355650068,2.902397465682315,-1.9172869556086884e-05,-1.5707719961749476,-1.5707357565509241,-1.5708406607257288,-1.570820156727926,1.5708465576171875,-0.7853906790362757,0
20,1788171792.5163317,-0.10913272270612853,-0.4868597171139415,0.28583286309625733,-1.202176011703149,2.902389242156956,0.00010400145323800414,-1.5707843939410608,-1.5707481543170374,-1.5708888212787073,-1.5708444754229944,1.5708465576171875,-0.7853668371783655,0
21,1788171792.5583045,-0.10912635287834026,-0.4868710371487388,0.2858577167310552,-1.202211416130504,2.9024238209392506,2.9830875782256232e-05,-1.5707600752459925,-1.5707357565509241,-1.5708525816546839,-1.5708320776568812,1.5708225965499878,-0.7853549162494105,0
22,1788171792.600888,-0.10912668676970086,-0.4868592264567246,0.2858601361917541,-1.202216751219445,2.902387774052207,5.002672310437649e-05,-1.5707719961749476,-1.570723835621969,-1.5708525816546839,-1.5708678404437464,1.5708465576171875,-0.7853787581073206,0
23,1788171792.642382,-0.10914127528193539,-0.48686697321960126,0.28586234767396534,-1.2021891394071167,2.90242092907565,2.3355448967514935e-05,-1.570796314870016,-1.5707357565509241,-1.5708406607257288,-1.5708444754229944,1.5708345174789429,-0.7853787581073206,0
24,1788171792.684873,-0.10912088275431732,-0.4868658616930556,0.2858574844346623,-1.2022900638778546,2.902367083615547,1.611812814596113e-05,-1.5707600752459925,-1.570723835621969,-1.5708649794207972,-1.5708320776568812,1.5708465576171875,-0.785414997731344,0
25,1788171792.722856,-0.10912997384176366,-0.48686816529086857,0.28584790078907707,-1.2021978551751915,2.902393041258625,9.573499408997227e-06,-1.5707843939410608,-1.5707357565509241,-1.5708773771869105,-1.570808235798971,1.5708585977554321,-0.7853787581073206,0
26,1788171792.7620604,-0.10913490584489666,-0.4868592266566868,0.28586013592684983,-1.2022121813621702,2.9024256683096823,7.166716069401563e-05,-1.5707719961749476,-1.570723835621969,-1.5708525816546839,-1.5708678404437464,1.5708105564117432,-0.7853668371783655,0
27,1788171792.8007133,-0.10912910161460093,-0.48687179037401507,0.28587625707503295,-1.2022572560677987,2.9024366232499155,-3.213299676150169e-05,-1.5707600752459925,-1.570711914693014,-1.5708406607257288,-1.570820156727926,1.5708105564117432,-0.7853787581073206,0
28,1788171792.8386073,-0.10913215683251556,-0.48686945321957587,0.2858552284557172,-1.2022424534651286,2.9024008909375105,6.512109096314777e-05,-1.5707719961749476,-1.5707481543170374,-1.5708406607257288,-1.5708559195147913,1.5708225965499878,-0.7853906790362757,0
29,1788171792.8800564,-0.10913547162289529,-0.4868468780822456,0.28584136355392514,-1.2022312527606156,2.9023738557902545,0.0001271522719454455,-1.5707843939410608,-1.570723835621969,-1.5708888212787073,-1.5708797613727015,1.5708345174789429,-0.785403076802389,0
30,1788171792.9203038,-0.10911813361608635,-0.48687619703879126,0.2858574852128396,-1.2022505156610015,2.9023714257887887,8.882196268381227e-06,-1.5707600752459925,-1.5707481543170374,-1.5708406607257288,-1.5708320776568812,1.5708585977554321,-0.7853906790362757,0
31,1788171792.9621935,-0.10912363171519786,-0.4868604185976358,0.2858552279198776,-1.2022555378977378,2.90238355033917,5.7955918347659104e-05,-1.5707600752459925,-1.570723835621969,-1.5708649794207972,-1.5708559195147913,1.5708345174789429,-0.7853906790362757,0
32,1788171793.003472,-0.10913215708398336,-0.48685911777419394,0.2858552278321609,-1.202242453465129,2.9024008909375096,6.512109096314777e-05,-1.5707719961749476,-1.570723835621969,-1.5708649794207972,-1.5708559195147913,1.5708225965499878,-0.7853906790362757,0
33,1788171793.0461466,-0.10912088286663849,-0.48686276326516076,0.2858494242461277,-1.2022322347426555,2.9023762253173824,6.80190375616529e-05,-1.5707600752459925,-1.5707357565509241,-1.5708649794207972,-1.5708559195147913,1.5708465576171875,-0.7853787581073206,0
34,1788171793.0871232,-0.10913215700860068,-0.4868622161060124,0.28586328805763106,-1.202265683318828,2.902406082083725,1.3221339858484194e-05,-1.5707719961749476,-1.570711914693014,-1.5708649794207972,-1.5708320776568812,1.5708225965499878,-0.785403076802389,0
35,1788171793.1289086,-0.10913490539054453,-0.48687790083179794,0.28587045348126716,-1.2022036105427956,2.9024539065114725,-1.4832762990640308e-05,-1.5707719961749476,-1.5707357565509241,-1.5708287397967737,-1.570820156727926,1.5708105564117432,-0.7853549162494105,0
36,1788171793.169047,-0.10912393813470789,-0.48685394230507656,0.285850506687633,-1.2022296536055572,2.90236999425934,4.4172797089728264e-05,-1.5707719961749476,-1.570711914693014,-1.5708888212787073,-1.5708444754229944,1.5708585977554321,-0.7853906790362757,0
37,1788171793.2151964,-0.10911813409913758,-0.48686287203964956,0.2858543325498022,-1.20221074771118,2.9023732832914018,6.0090727098783284e-05,-1.5707600752459925,-1.5707357565509241,-1.5708525816546839,-1.5708678404437464,1.5708585977554321,-0.7853668371783655,0
38,1788171793.2525315,-0.10912668670612924,-0.486861839169778,0.285847004253046,-1.2021492290302698,2.902420482728408,3.342137632316566e-05,-1.5707719961749476,-1.570723835621969,-1.5708888212787073,-1.570820156727926,1.5708465576171875,-0.7853310743915003,0
39,1788171793.2922466,-0.10913272269246098,-0.48686086300836445,0.2858632882668732,-1.2022392195606537,2.9023930828424707,-1.182117485658157e-06,-1.5707843939410608,-1.570711914693014,-1.5708649794207972,-1.5708320776568812,1.5708465576171875,-0.785403076802389,0
40,1788171793.3332527,-0.10913577775485343,-0.48686385969681245,0.28584447141304126,-1.2021925462056007,2.9023802287681555,6.216273427896839e-05,-1.570796314870016,-1.5707481543170374,-1.5708649794207972,-1.5708444754229944,1.5708585977554321,-0.7853906790362757,0
41,1788171793.3732047,-0.10913272269695397,-0.4868604862052231,0.285847004253046,-1.202253026513898,2.902377487717657,3.341659198618813e-05,-1.5707843939410608,-1.570723835621969,-1.5708888212787073,-1.570820156727926,1.5708465576171875,-0.785414997731344,0
42,1788171793.415333,-0.10912943521398262,-0.4868723488652765,0.2858539369111205,-1.2022088772630606,2.902417691382497,6.056900905008069e-06,-1.5707719961749476,-1.5707357565509241,-1.5708649794207972,-1.570808235798971,1.5708345174789429,-0.7853668371783655,0
43,1788171793.4588916,-0.10913547143850802,-0.4868623301001145,0.28583843487637295,-1.2021819455332972,2.90240356490114,9.463120277009558e-05,-1.5707843939410608,-1.5707481543170374,-1.5708773771869105,-1.5708444754229944,1.5708345174789429,-0.7853668371783655,0
44,1788171793.5001879,-0.10911541246661102,-0.48686520155133856,0.2858433886097072,-1.2022572359547934,2.902336771870929,7.160617026374344e-05,-1.5707600752459925,-1.5707481543170374,-1.5708649794207972,-1.5708559195147913,1.5708705186843872,-0.785403076802389,0
45,1788171793.5423894,-0.10912393787635541,-0.48686456069371,0.28584813262051856,-1.2022685070599703,2.9023639730285558,8.880207869456479e-06,-1.5707719961749476,-1.570723835621969,-1.5708888212787073,-1.570808235798971,1.5708585977554321,-0.785414997731344,0
46,1788171793.585797,-0.1091236315354791,-0.48686537611805514,0.28585050714602434,-1.2022035694535083,2.902404879910347,5.8649503985399374e-05,-1.5707600752459925,-1.5707357565509241,-1.5708649794207972,-1.5708444754229944,1.5708345174789429,-0.7853549162494105,0
