frame_index,timestamp,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,suction_on
0,1788171934.640623,-0.1091266864982489,-0.48687038289518675,0.28581678890377094,-1.20221819290688,2.902342336014655,0.00020710473005635077,-1.5707719961749476,-1.570808235798971,-1.5708525816546839,-1.5708916823016565,1.5708465576171875,-0.7853906790362757,0
1,1788171934.6810358,-0.10913272246958808,-0.48687953941702705,0.2858143686355267,-1.2021863952814804,2.90236538459523,0.00017250623091527847,-1.5707843939410608,-1.570820156727926,-1.5708525816546839,-1.5708559195147913,1.5708465576171875,-0.7853787581073206,0
2,1788171934.720366,-0.10911541144228709,-0.48689345750980756,0.2858351652181558,-1.2022589825289045,2.902340986413372,5.4306713458330444e-05,-1.5707600752459925,-1.570808235798971,-1.5708287397967737,-1.570820156727926,1.5708705186843872,-0.785403076802389,0
3,1788171934.7601762,-0.1091148378106436,-0.48704987302772357,0.28588609356966155,-1.2022365091393803,2.9024335028931474,-0.0001388881280738295,-1.5707476774798792,-1.5710962454425257,-1.5704453627215784,-1.5707724730121058,1.5708465576171875,-0.7853549162494105,0
4,1788171934.803693,-0.10913271568556315,-0.4874480573145708,0.2858926385026076,-1.202284156351366,2.9024036994224764,-0.00010359771389444155,-1.5707843939410608,-1.5720556418048304,-1.5694626013385218,-1.570820156727926,1.5708465576171875,-0.7854269186602991,0
5,1788171934.843667,-0.10897735610068766,-0.48859745061403215,0.2858606717205683,-1.2022905539056294,2.9023682632033574,-3.8148412788838716e-05,-1.5704720656024378,-1.5747068564044397,-1.5668733755694788,-1.570808235798971,1.5708585977554321,-0.7851269880877894,0
6,1788171934.8854485,-0.10850353360856621,-0.4901979803952355,0.2858314940988843,-1.2027210577860183,2.9021765044416417,5.845073771201322e-05,-1.569500748311178,-1.5782573858844202,-1.5633605162249964,-1.5708320776568812,1.5708465576171875,-0.7844556013690394,0
7,1788171934.9287534,-0.10807675216280196,-0.4918079633570855,0.2858655438868297,-1.2023979052209954,2.9023827671738305,-9.74895151557121e-05,-1.5686257521258753,-1.5817597548114222,-1.5597646872149866,-1.570808235798971,1.5708225965499878,-0.7833402792560022,0
8,1788171934.9709144,-0.10748123670458909,-0.493732715320454,0.28587239445736023,-1.2025858529509874,2.9022943473309613,-0.00015958630111612083,-1.5674384276019495,-1.5859702269183558,-1.5554850737201136,-1.5708444754229944,1.5708465576171875,-0.7822850386248987,0
9,1788171935.016141,-0.1069303663669618,-0.49529634186156396,0.2858350975929492,-1.2024690332722392,2.902307872847528,-0.00013568581730824864,-1.5663469473468226,-1.589388672505514,-1.5520928541766565,-1.5708444754229944,1.5708705186843872,-0.7811215559588831,0
10,1788171935.0567157,-0.10629798588780304,-0.496892692908594,0.2858387631892464,-1.2021025871414448,2.902507506986674,-0.00020670383634137878,-1.5650761763202112,-1.592795197163717,-1.5486162344561976,-1.5708559195147913,1.5708465576171875,-0.7795866171466272,0
11,1788171935.0985756,-0.1052308724598632,-0.4986815199975722,0.28581647648242003,1.2024475290136336,-2.9023577210340736,0.00023724599866764394,-1.5629537741290491,-1.5964658896075647,-1.5449126402484339,-1.5708678404437464,1.5708465576171875,-0.7777035872088831,0
12,1788171935.1433046,-0.10412766267386152,-0.5000679488387454,0.2858255637274625,-1.2023186597753737,2.9023891303072564,-0.00015539353303350206,-1.5607708136187952,-1.5992243925677698,-1.5420354048358362,-1.571047608052389,1.5708585977554321,-0.7754371801959437,0
13,1788171935.1865966,-0.10304538267079548,-0.5014626970826798,0.2858552551373017,1.2021329629401964,-2.902482978890911,0.00020731870074199984,-1.558624569569723,-1.6019600073443812,-1.5391467253314417,-1.5711553732501429,1.5708345174789429,-0.7731588522540491,0
14,1788171935.232448,-0.10164699744567618,-0.5031466311246904,0.2858495384793467,1.2025169575159318,-2.9023296155499234,0.00018787349656514224,-1.5558784643756312,-1.6052702108966272,-1.5357301870929163,-1.5712750593768519,1.5708345174789429,-0.7706759611712855,0
15,1788171935.2738085,-0.10060638383230848,-0.5046053662760989,0.2858188035676153,-1.202454661559821,2.902277115395759,4.695297710098314e-05,-1.553863827382223,-1.6083172003375452,-1.5326016584979456,-1.571526829396383,1.5708585977554321,-0.7686374823199671,0
16,1788171935.3131936,-0.09965197068962574,-0.5064465122858578,0.28584284739877897,-1.2022513994091377,2.902377474314256,3.945543599753511e-05,-1.5520289579974573,-1.6122153441058558,-1.528477970753805,-1.571742359791891,1.5708465576171875,-0.7666586081134241,0
17,1788171935.353612,-0.09935663382133973,-0.5079620263649434,0.28580977238237704,-1.2021017549166046,2.9023626447677096,0.00032404183973241924,-1.5515015761004847,-1.6157663504229944,-1.5247982184039515,-1.5720656553851526,1.5708465576171875,-0.7660468260394495,0
18,1788171935.3971767,-0.09924122648213808,-0.5095572286801532,0.28580622535543265,-1.2021925157168996,2.902286244174111,0.00036473703453438107,-1.5513456503497522,-1.6195085684405726,-1.5208662191974085,-1.5722926298724573,1.5708705186843872,-0.7659629026996058,0
19,1788171935.4410555,-0.0992397327817182,-0.5111760282850888,0.28578130930004264,-1.2021686282083424,2.9023283744171566,0.0003484679645930275,-1.5513938109027308,-1.6233232657061976,-1.5169108549701136,-1.5724127928363245,1.5708465576171875,-0.7659867445575159,0
20,1788171935.4810402,-0.0992213971691222,-0.5127485453606274,0.28578515140178595,-1.2021534844677246,2.9023387855406106,0.00033312168076244335,-1.551417652760641,-1.6270297209369105,-1.5129788557635706,-1.5726278463946741,1.5708465576171875,-0.7659991423236292,0
21,1788171935.5242383,-0.09922321098903669,-0.5147018427226548,0.2857706862872005,-1.202137648424627,2.902351436022698,0.00036232252387323997,-1.5514896551715296,-1.6316598097430628,-1.5080884138690394,-1.5729034582721155,1.5708345174789429,-0.7660587469684046,0
22,1788171935.5641458,-0.09921072347716149,-0.5163341568570213,0.2858246000471316,-1.2021159094058367,2.902396808542668,0.00012396582442464435,-1.55153733888735,-1.6354382673846644,-1.5039528051959437,-1.5731070677386683,1.5708585977554321,-0.7660825888263147,0
23,1788171935.604985,-0.0991805896796871,-0.5179467201779802,0.28579904012766694,-1.2021918681256525,2.902335546233042,0.0001311479763726988,-1.5515497366534632,-1.6392529646502894,-1.4999249617206019,-1.5733345190631312,1.5708825588226318,-0.7661545912372034,0
24,1788171935.6495903,-0.09920645226951255,-0.5195585315645314,0.28583397620881557,-1.2021561171872026,2.9024429829910794,4.625891289632315e-05,-1.5516331831561487,-1.643031422291891,-1.4957893530475062,-1.5736101309405726,1.5708225965499878,-0.7661908308612269,0
25,1788171935.689003,-0.09901232613220537,-0.521463920101385,0.28583670172150966,-1.202245091817744,2.9023642065664945,4.657578332574186e-05,-1.5513456503497522,-1.6474698225604456,-1.4909828344928187,-1.5739925543414515,1.5708585977554321,-0.7659748236285608,0
26,1788171935.730329,-0.09884042579396911,-0.5227313889627869,0.28580160731234205,-1.2022630272528878,2.9023585772875755,9.186446649529087e-05,-1.5510576407061976,-1.6504090468036097,-1.487878147755758,-1.5741842428790491,1.5708465576171875,-0.7656987349139612,0
27,1788171935.7731295,-0.09847969699391236,-0.5246790494350675,0.28581012258010075,-1.2024783890633957,2.902289370617784,-3.425007005514289e-05,-1.5504463354693812,-1.654823128377096,-1.4830711523639124,-1.5744956175433558,1.5708585977554321,-0.765230957661764,0
28,1788171935.815729,-0.09814571997404734,-0.5262639655921417,0.2857969487702791,-1.2026202609473182,2.902187617097486,0.00012559055821844702,-1.54987079301943,-1.6584933439837855,-1.4790671507464808,-1.5749385992633265,1.5708585977554321,-0.7647636572467249,0
29,1788171935.858167,-0.09781877676430666,-0.5278575679589059,0.2858074219690903,-1.2025772905581154,2.9021837081233297,0.00025886724724554535,-1.5493071714984339,-1.6621764341937464,-1.4749797026263636,-1.5754292646991175,1.5708465576171875,-0.7641757170306605,0
30,1788171935.9009724,-0.09744234695141843,-0.5297675427220517,0.28558338540384126,-1.2022436863430868,2.9024097331010763,-6.842213040350419e-05,-1.5486715475665491,-1.6664231459247034,-1.4709284941302698,-1.575010124837057,1.5708465576171875,-0.7632887999164026,0
31,1788171935.9436793,-0.09714665277139385,-0.5313732156426022,0.2845690257317228,-1.2020749810177376,2.902397819453666,0.00023746181996488905,-1.5481799284564417,-1.67021352449526,-1.469273869191305,-1.573083225880758,1.5708465576171875,-0.7627008597003382,0
32,1788171935.9853964,-0.09687619568938396,-0.5329253325501394,0.28320652224122167,-1.2018898143195713,2.902444002038938,0.00035208951157452795,-1.5477364698993128,-1.6738241354571741,-1.4687226454364222,-1.5701020399676722,1.5708465576171875,-0.7621372381793421,0
33,1788171936.0306196,-0.09650025226870079,-0.5348499011855744,0.2806831799308004,-1.2010616677493389,2.902805052229897,0.00018013059198697702,-1.54712421098818,-1.6782024542437952,-1.4703052679644983,-1.5640328566180628,1.5708705186843872,-0.7609499136554163,0
34,1788171936.0742326,-0.09620636014673292,-0.536403785931459,0.27769579849640813,-1.1997600297708355,2.9032558697864377,0.0006145732206479475,-1.5466325918780726,-1.68199330965151,-1.4736135641681116,-1.557220760975973,1.5708465576171875,-0.759582821522848,0
35,1788171936.117493,-0.09582921965213215,-0.5384115617511732,0.27421700739084387,-1.198892589961441,2.9036237730744916,0.0006849992065857003,-1.546009365712301,-1.686767880116598,-1.4771135489093226,-1.5489848295794886,1.5708225965499878,-0.7583597342120569,0
36,1788171936.1597075,-0.09551153043267464,-0.54011118605214,0.2725719986005521,1.1983345857334988,-2.9039993060200016,0.0005774842188835154,-1.5455172697650355,-1.6903184095965784,-1.4775093237506312,-1.5441959539996546,1.5708705186843872,-0.7574480215655726,0
37,1788171936.198925,-0.09521949831115815,-0.5416945701187764,0.2713031777676036,-1.197525551193903,2.9043616770827976,-0.00018230176949124636,-1.5450499693499964,-1.694181267415182,-1.4763100782977503,-1.5418017546283167,1.5708705186843872,-0.7564166227923792,0
38,1788171936.2375593,-0.0948846233069332,-0.5432194056199919,0.2708700782429542,-1.1972654630279116,2.9043734342029923,0.00023305491679566153,-1.5444982687579554,-1.6978395620929163,-1.4731939474688929,-1.5415380636798304,1.5708585977554321,-0.7557089964496058,0
39,1788171936.2813532,-0.09453571948624971,-0.5448627340522674,0.2711600986272089,-1.1976487202402146,2.904265476629874,4.278383552513637e-05,-1.5439346472369593,-1.701510254536764,-1.4683035055743616,-1.5426281134234827,1.5708585977554321,-0.7553971449481409,0
40,1788171936.3223836,-0.09414362419399573,-0.5468219184657283,0.2724969714506358,-1.1978580140470239,2.9042307347167404,-0.00015385072427326641,-1.5433109442340296,-1.7058528105365198,-1.4599602858172815,-1.5464947859393519,1.5708585977554321,-0.7549050490008753,0
41,1788171936.3622148,-0.0938412027991204,-0.5483989180210128,0.27447957215275887,-1.1979123271935772,2.9042131286240553,-0.00011910447969319909,-1.5428312460528772,-1.7093914190875452,-1.4508383909808558,-1.5520971457110804,1.5708465576171875,-0.7544615904437464,0
42,1788171936.4022083,-0.09358067615182791,-0.5499777903329438,0.27728095492111304,-1.1978556897749137,2.904225106518814,-7.567293190258424e-05,-1.5424359480487269,-1.7129667440997522,-1.4395712057696741,-1.5598185698138636,1.5708465576171875,-0.7540300528155726,0
43,1788171936.447474,-0.09327604614379241,-0.551605412410473,0.280522053687425,1.198762674661716,-2.903854644476883,0.0005137957426359059,-1.5419800917254847,-1.7165291945086878,-1.427260700856344,-1.5682819525348108,1.5708825588226318,-0.7541978994952601,0
44,1788171936.4900503,-0.09298254951894949,-0.5531401762819952,0.28344714860748843,-1.2001244977493075,2.90325332089133,5.808721868608589e-05,-1.5415123144732874,-1.7202957312213343,-1.4153459707843226,-1.57680589357485,1.5708465576171875,-0.7546775976764124,0
45,1788171936.533434,-0.09265313846892387,-0.5550601819504439,0.28594509666776813,-1.2010641655394474,2.902766047946605,0.00027614365036864047,-1.541032616292135,-1.7249143759356897,-1.4035628477679651,-1.584132496510641,1.5708825588226318,-0.7548692862140101,0
