frame_index,timestamp,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,suction_on
0,1788173704.339644,-0.10913611121687507,-0.4868551626336355,0.2858458766334392,-1.2021866518487694,2.902364042255112,2.9074245300969847e-05,-1.570808235798971,-1.570723835621969,-1.5708888212787073,-1.5708320776568812,1.5708825588226318,-0.785403076802389,0
1,1788173704.3808525,-0.10914738519697675,-0.4868501027030583,0.2858330725690561,-1.2021475375745199,2.902369437080039,0.00016526445096778274,-1.570820156727926,-1.5707600752459925,-1.5708649794207972,-1.5709036032306116,1.5708585977554321,-0.7853906790362757,0
2,1788173704.424167,-0.10913305620667803,-0.48687290165131086,0.28587625807772077,-1.202183465433727,2.902407225541041,-6.817545714610975e-05,-1.570796314870016,-1.570723835621969,-1.5708287397967737,-1.570820156727926,1.5708705186843872,-0.7853787581073206,0
3,1788173704.4672327,-0.10915593847762646,-0.48687171992472134,0.2858727101293911,-1.2021590832545197,2.902446224292745,-7.107428593592888e-05,-1.5708320776568812,-1.570723835621969,-1.5708406607257288,-1.570796314870016,1.5708465576171875,-0.7853906790362757,0
4,1788173704.5065546,-0.10913272275611625,-0.48685552859730596,0.28586593996037385,-1.2021832061552227,2.9024066065139293,3.272698989586443e-05,-1.5707843939410608,-1.570711914693014,-1.5708525816546839,-1.5708678404437464,1.5708465576171875,-0.7853668371783655,0
5,1788173704.545305,-0.10915318880699029,-0.48684634796056336,0.285833968149113,-1.2021146152541113,2.9023878143660164,0.0001486573316640548,-1.5708320776568812,-1.5707481543170374,-1.5708773771869105,-1.5708916823016565,1.5708585977554321,-0.7853787581073206,0
6,1788173704.5871482,-0.10914433038273395,-0.48686277639317005,0.28585877650137814,-1.2021796435366368,2.9023980078629408,6.801562870323209e-05,-1.570808235798971,-1.5707481543170374,-1.5708287397967737,-1.5708797613727015,1.5708465576171875,-0.7853906790362757,0
7,1788173704.6286683,-0.1091531888210157,-0.48684674020097635,0.2858460401515245,-1.2021182479987507,2.902396582102579,0.00011267507899655591,-1.5708320776568812,-1.5707357565509241,-1.5708649794207972,-1.5708916823016565,1.5708585977554321,-0.7853787581073206,0
8,1788173704.6707304,-0.10915318903867297,-0.48685282830517246,0.2858572520233041,-1.2020940567147431,2.9024360332807597,9.572192624277017e-06,-1.5708320776568812,-1.570711914693014,-1.5708773771869105,-1.5708320776568812,1.5708585977554321,-0.7853549162494105,0
9,1788173704.7127821,-0.10915318863599555,-0.48684156493802705,0.28584580765372797,-1.2020489799334508,2.902425074991078,0.00011337069207743622,-1.5708320776568812,-1.570723835621969,-1.5708773771869105,-1.5708916823016565,1.5708585977554321,-0.7853310743915003,0
